ID,Time,Group,Day,Inputs,Success
270885,3/8/2021 @ 21:39,2,3,"weapon1,weapon1,weapon1",1
270885,3/8/2021 @ 21:39,2,3,"weapon1,weapon1,weapon1",1
270885,3/8/2021 @ 21:39,2,3,"weapon1,weapon1,weapon1",1
144076,3/8/2021 @ 16:49,1,1,"food1,food1,food1",1
144076,3/8/2021 @ 16:49,1,1,"food1,food1",1
144076,3/8/2021 @ 16:49,1,1,,0
144076,3/8/2021 @ 16:49,1,1,,0
144076,3/8/2021 @ 16:49,1,1,,0
144076,3/8/2021 @ 16:49,1,1,"food1,food1,food3",0
404989,3/8/2021 @ 10:51,1,1,"food1,food1,food1",1
404989,3/8/2021 @ 10:51,1,1,"food1,food1,food1",1
404989,3/8/2021 @ 10:51,1,1,"food1,food1",1
404989,3/8/2021 @ 10:51,1,1,"food1,food1",1
655166,3/8/2021 @ 15:53,1,1,"food1,food1",1
655166,3/8/2021 @ 15:53,1,1,"food1,food1",1
655166,3/8/2021 @ 15:53,1,1,"food2,food2",1
655166,3/8/2021 @ 15:53,1,1,"food1,food1,food1",1
655166,3/8/2021 @ 15:53,1,1,"food1,food1",1
404989,3/8/2021 @ 10:53,1,2,"food1,food1,food1",1
404989,3/8/2021 @ 10:53,1,2,"food1,food1,food1",1
404989,3/8/2021 @ 10:53,1,2,"food1,food1,food1",1
404989,3/8/2021 @ 10:53,1,2,"food1,food1,food1",1
404989,3/8/2021 @ 10:53,1,2,"food1,food1,food1",1
404989,3/8/2021 @ 10:53,1,2,"food1,food1,food1",1
404989,3/8/2021 @ 10:53,1,2,"food1,food1,food1",1
404989,3/8/2021 @ 10:53,1,2,"food1,food1,food1",1
404989,3/8/2021 @ 10:54,1,2,"food1,food1,food1",1
655166,3/8/2021 @ 15:55,1,2,"food1,food1,food1",1
655166,3/8/2021 @ 15:55,1,2,"food1,food1,food1",1
655166,3/8/2021 @ 15:55,1,2,"food1,food1,food1",1
655166,3/8/2021 @ 15:55,1,2,"food1,food1,food1",1
655166,3/8/2021 @ 15:55,1,2,"food3,food3",0
404989,3/8/2021 @ 10:55,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:55,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:55,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:55,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:55,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:56,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:56,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:56,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:56,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:56,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:56,1,3,"weapon1,weapon1,weapon1",1
404989,3/8/2021 @ 10:56,1,3,"weapon1,weapon1,weapon1",1
310084,3/8/2021 @ 22:57,1,1,,0
310084,3/8/2021 @ 22:57,1,1,,0
310084,3/8/2021 @ 22:57,1,1,,0
299699,3/8/2021 @ 16:4,2,1,,0
299699,3/8/2021 @ 16:4,2,1,,0
299699,3/8/2021 @ 16:4,2,1,,0
299699,3/8/2021 @ 16:5,2,1,"food1,food1",1
299699,3/8/2021 @ 16:5,2,1,,0
299699,3/8/2021 @ 16:5,2,1,,0
299699,3/8/2021 @ 16:5,2,1,,0
299699,3/8/2021 @ 16:5,2,1,,0
299699,3/8/2021 @ 16:5,2,1,food1,0
299699,3/8/2021 @ 16:5,2,1,,0
299699,3/8/2021 @ 16:5,2,1,,0
299699,3/8/2021 @ 16:5,2,1,food2,0
299699,3/8/2021 @ 16:5,2,1,,0
299699,3/8/2021 @ 16:5,2,1,"food1,food2",0
299699,3/8/2021 @ 16:5,2,1,food1,0
299699,3/8/2021 @ 16:5,2,1,,0
299699,3/8/2021 @ 16:5,2,1,"food1,food2",0
299699,3/8/2021 @ 16:5,2,1,,0
768875,3/8/2021 @ 14:5,2,1,"food1,food1,food1",1
882345,3/8/2021 @ 16:6,2,1,,0
299699,3/8/2021 @ 16:6,2,1,"food1,food1",1
768875,3/8/2021 @ 14:6,2,1,"food1,food1,food1",1
299699,3/8/2021 @ 16:6,2,1,,0
299699,3/8/2021 @ 16:6,2,1,,0
768875,3/8/2021 @ 14:6,2,1,"food1,food1,food1",1
768875,3/8/2021 @ 14:6,2,1,"food1,food1,food1",1
299699,3/8/2021 @ 16:6,2,1,"food1,food1",1
299699,3/8/2021 @ 16:6,2,1,,0
768875,3/8/2021 @ 14:6,2,1,"food3,food3,food3",0
768875,3/8/2021 @ 14:6,2,1,"food3,food3,food3",0
299699,3/8/2021 @ 16:6,2,1,"food1,food1",1
299699,3/8/2021 @ 16:6,2,1,,0
299699,3/8/2021 @ 16:6,2,1,"food2,food2",1
299699,3/8/2021 @ 16:6,2,1,,0
768875,3/8/2021 @ 14:6,2,1,food3,0
768875,3/8/2021 @ 14:6,2,1,"food3,food3",0
299699,3/8/2021 @ 16:6,2,1,"food2,food1",0
299699,3/8/2021 @ 16:6,2,1,,0
299699,3/8/2021 @ 16:6,2,1,"food2,food2",1
299699,3/8/2021 @ 16:6,2,1,,0
768875,3/8/2021 @ 14:6,2,1,food3,0
299699,3/8/2021 @ 16:6,2,1,"food1,food1",1
299699,3/8/2021 @ 16:6,2,1,,0
299699,3/8/2021 @ 16:7,2,1,"food1,food1",1
299699,3/8/2021 @ 16:7,2,1,,0
836770,3/8/2021 @ 9:8,2,1,"food1,food1,food1",1
836770,3/8/2021 @ 9:8,2,1,"food1,food1,food1",1
836770,3/8/2021 @ 9:8,2,1,"food3,food3",0
836770,3/8/2021 @ 9:8,2,1,"food1,food1,food1",1
836770,3/8/2021 @ 9:8,2,1,"food3,food3,food3",0
836770,3/8/2021 @ 9:8,2,1,"food3,food1",0
768875,3/8/2021 @ 14:8,2,2,"food1,food1",1
836770,3/8/2021 @ 9:9,2,1,"food1,food1",1
768875,3/8/2021 @ 14:9,2,2,"food1,food2",0
768875,3/8/2021 @ 14:9,2,2,"food1,food2,food3",0
836770,3/8/2021 @ 9:9,2,1,"food2,food1",0
836770,3/8/2021 @ 9:9,2,1,"food2,food1",0
885570,3/8/2021 @ 11:9,2,1,"food1,food1",1
885570,3/8/2021 @ 11:9,2,1,"food1,food1,food1",1
885570,3/8/2021 @ 11:9,2,1,"food1,food1",1
885570,3/8/2021 @ 11:9,2,1,"food1,food1,food1",1
885570,3/8/2021 @ 11:10,2,1,"food3,food1",0
768875,3/8/2021 @ 14:10,2,3,"weapon1,weapon1,weapon1",1
768875,3/8/2021 @ 14:10,2,3,"weapon1,weapon1,weapon1",1
768875,3/8/2021 @ 14:10,2,3,"weapon1,weapon1,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon3,weapon3,weapon3",0
768875,3/8/2021 @ 14:11,2,3,"weapon1,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon1,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon1,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon2,weapon2,weapon2",0
768875,3/8/2021 @ 14:11,2,3,"weapon2,weapon2",1
768875,3/8/2021 @ 14:11,2,3,"weapon3,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon3,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon3,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon1,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon2,weapon2",1
768875,3/8/2021 @ 14:11,2,3,"weapon1,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon1,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon1,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon1,weapon1",1
768875,3/8/2021 @ 14:11,2,3,"weapon2,weapon2",1
768875,3/8/2021 @ 14:11,2,3,"weapon2,weapon2",1
885570,3/8/2021 @ 11:11,2,2,"food1,food1,food1",1
885570,3/8/2021 @ 11:11,2,2,"food1,food1,food1",1
885570,3/8/2021 @ 11:12,2,2,"food1,food1,food1",1
885570,3/8/2021 @ 11:12,2,2,"food1,food1,food1",1
885570,3/8/2021 @ 11:12,2,2,"food1,food1,food1",1
885570,3/8/2021 @ 11:12,2,2,"food1,food1,food1",1
885570,3/8/2021 @ 11:12,2,2,"food1,food1,food1",1
885570,3/8/2021 @ 11:12,2,2,"food1,food1,food1",1
885570,3/8/2021 @ 11:12,2,2,"food1,food1,food1",1
836770,3/8/2021 @ 9:12,2,2,"food1,food1",1
836770,3/8/2021 @ 9:12,2,2,"food2,food2",1
836770,3/8/2021 @ 9:12,2,2,"food1,food1,food1",1
836770,3/8/2021 @ 9:12,2,2,"food1,food1,food1",1
885570,3/8/2021 @ 11:13,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:13,2,3,,0
885570,3/8/2021 @ 11:13,2,3,,0
885570,3/8/2021 @ 11:13,2,3,,0
885570,3/8/2021 @ 11:13,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:13,2,3,,0
885570,3/8/2021 @ 11:13,2,3,,0
885570,3/8/2021 @ 11:13,2,3,,0
885570,3/8/2021 @ 11:13,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
836770,3/8/2021 @ 9:14,2,3,"weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
836770,3/8/2021 @ 9:14,2,3,"weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
836770,3/8/2021 @ 9:14,2,3,"weapon2,weapon2",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
836770,3/8/2021 @ 9:14,2,3,"weapon1,weapon1,weapon1",1
885570,3/8/2021 @ 11:14,2,3,"weapon1,weapon1,weapon1",1
836770,3/8/2021 @ 9:14,2,3,"weapon1,weapon1",1
836770,3/8/2021 @ 9:14,2,3,"weapon1,weapon1",1
49109,3/8/2021 @ 16:15,1,1,food1,0
49109,3/8/2021 @ 16:15,1,1,,0
619117,3/8/2021 @ 21:27,1,1,"food1,food1",1
619117,3/8/2021 @ 21:27,1,1,"food1,food1,food1",1
306582,3/8/2021 @ 16:38,1,1,"food1,food1,food1",1
38437,3/8/2021 @ 9:42,1,1,,0
38437,3/8/2021 @ 9:42,1,1,,0
38437,3/8/2021 @ 9:42,1,1,,0
38437,3/8/2021 @ 9:42,1,1,,0
38437,3/8/2021 @ 9:42,1,1,,0
38437,3/8/2021 @ 9:42,1,1,,0
38437,3/8/2021 @ 9:42,1,1,,0
38437,3/8/2021 @ 9:42,1,1,,0
108135,3/8/2021 @ 9:47,1,1,"food1,food1",1
108135,3/8/2021 @ 9:47,1,1,"food1,food1,food1",1
108135,3/8/2021 @ 9:47,1,1,"food1,food1",1
108135,3/8/2021 @ 9:47,1,1,"food1,food1,food1",1
108135,3/8/2021 @ 9:47,1,1,"food1,food1",1
108135,3/8/2021 @ 9:49,1,2,"food1,food1,food1",1
108135,3/8/2021 @ 9:49,1,2,"food1,food1,food1",1
108135,3/8/2021 @ 9:49,1,2,"food1,food1,food1",1
108135,3/8/2021 @ 9:49,1,2,"food1,food1,food1",1
108135,3/8/2021 @ 9:49,1,2,"food1,food1",1
108135,3/8/2021 @ 9:49,1,2,"food1,food1",1
108135,3/8/2021 @ 9:49,1,2,"food1,food1",1
108135,3/8/2021 @ 9:49,1,2,"food1,food1",1
108135,3/8/2021 @ 9:49,1,2,"food1,food1",1
108135,3/8/2021 @ 9:49,1,2,"food1,food1",1
231853,3/8/2021 @ 20:20,1,1,,0
231853,3/8/2021 @ 20:20,1,1,,0
231853,3/8/2021 @ 20:20,1,1,,0
231853,3/8/2021 @ 20:20,1,1,,0
231853,3/8/2021 @ 20:21,1,1,"food1,food1,food1",1
231853,3/8/2021 @ 20:21,1,1,"food1,food1,food1",1
231853,3/8/2021 @ 20:21,1,1,"food1,food1,food1",1
108135,3/8/2021 @ 9:51,1,3,"weapon1,weapon1,weapon1",1
108135,3/8/2021 @ 9:51,1,3,"weapon1,weapon1,weapon1",1
108135,3/8/2021 @ 9:51,1,3,"weapon1,weapon1,weapon1",1
108135,3/8/2021 @ 9:51,1,3,"weapon1,weapon1",1
108135,3/8/2021 @ 9:51,1,3,"weapon1,weapon1",1
108135,3/8/2021 @ 9:51,1,3,"weapon1,weapon1",1
108135,3/8/2021 @ 9:51,1,3,"weapon1,weapon1",1
899210,3/8/2021 @ 20:27,1,1,food1,0
899210,3/8/2021 @ 20:27,1,1,,0
899210,3/8/2021 @ 20:27,1,1,,0
779503,3/8/2021 @ 10:58,1,2,,0
779503,3/8/2021 @ 10:58,1,2,,0
538530,3/8/2021 @ 20:31,1,1,"food1,food1,food1",1
538530,3/8/2021 @ 20:31,1,1,"food1,food1",1
538530,3/8/2021 @ 20:31,1,1,"food1,food1,food1",1
538530,3/8/2021 @ 20:31,1,1,"food1,food1,food1",1
538530,3/8/2021 @ 20:31,1,1,"food3,food3,food3",0
538530,3/8/2021 @ 20:31,1,1,"food3,food3",0
538530,3/8/2021 @ 20:31,1,1,food1,0
641544,3/8/2021 @ 11:3,1,1,,0
514120,3/8/2021 @ 12:6,1,1,food1,0
533371,3/8/2021 @ 17:17,1,1,"food1,food1,food1",1
533371,3/8/2021 @ 17:17,1,1,"food1,food1",1
533371,3/8/2021 @ 17:17,1,1,"food2,food1,food1",1
533371,3/8/2021 @ 17:17,1,1,"food1,food1",1
533371,3/8/2021 @ 17:19,1,2,"food1,food1,food1",1
533371,3/8/2021 @ 17:19,1,2,"food1,food1,food1",1
533371,3/8/2021 @ 17:19,1,2,"food1,food1,food1",1
533371,3/8/2021 @ 17:19,1,2,"food1,food1,food1",1
533371,3/8/2021 @ 17:19,1,2,"food1,food1,food1",1
533371,3/8/2021 @ 17:19,1,2,"food1,food1",1
533371,3/8/2021 @ 17:19,1,2,"food3,food1",1
533371,3/8/2021 @ 17:19,1,2,"food3,food1",1
533371,3/8/2021 @ 17:19,1,2,"food3,food1",1
533371,3/8/2021 @ 17:19,1,2,"food3,food1",1
533371,3/8/2021 @ 17:19,1,2,"food4,food4,food4",0
533371,3/8/2021 @ 17:19,1,2,"food4,food4,food4",0
533371,3/8/2021 @ 17:19,1,2,"food3,food2",0
533371,3/8/2021 @ 17:20,1,2,"food3,food2,food1",0
533371,3/8/2021 @ 17:20,1,2,,0
231619,3/8/2021 @ 17:23,1,1,"food1,food1,food1",1
231619,3/8/2021 @ 17:23,1,1,"food1,food1,food1",1
231619,3/8/2021 @ 17:23,1,1,"food1,food1,food1",1
231619,3/8/2021 @ 17:23,1,1,"food1,food1,food1",1
231619,3/8/2021 @ 17:23,1,1,"food3,food3,food3",0
231619,3/8/2021 @ 17:23,1,1,"food3,food3,food3",0
231619,3/8/2021 @ 17:23,1,1,"food3,food3",0
231619,3/8/2021 @ 17:23,1,1,"food3,food3",0
231619,3/8/2021 @ 17:23,1,1,food3,0
231619,3/8/2021 @ 17:23,1,1,"food3,food3,food3",0
231619,3/8/2021 @ 17:23,1,1,food3,0
231619,3/8/2021 @ 17:23,1,1,"food3,food3,food3",0
445062,3/8/2021 @ 23:30,1,1,food1,0
445062,3/8/2021 @ 23:30,1,1,,0
445062,3/8/2021 @ 23:30,1,1,,0
445062,3/8/2021 @ 23:30,1,1,,0
445062,3/8/2021 @ 23:30,1,1,,0
445062,3/8/2021 @ 23:30,1,1,,0
445062,3/8/2021 @ 23:30,1,1,,0
445062,3/8/2021 @ 23:31,1,1,,0
445062,3/8/2021 @ 23:31,1,1,,0
445062,3/8/2021 @ 23:31,1,1,,0
445062,3/8/2021 @ 23:31,1,1,,0
445062,3/8/2021 @ 23:31,1,1,,0
316670,3/8/2021 @ 23:31,1,1,,0
316670,3/8/2021 @ 23:31,1,1,,0
316670,3/8/2021 @ 23:31,1,1,,0
316670,3/8/2021 @ 23:31,1,1,,0
430028,3/8/2021 @ 23:31,1,1,,0
430028,3/8/2021 @ 23:31,1,1,,0
430028,3/8/2021 @ 23:32,1,1,,0
430028,3/8/2021 @ 23:32,1,1,,0
430028,3/8/2021 @ 23:32,1,1,,0
430028,3/8/2021 @ 23:32,1,1,,0
430028,3/8/2021 @ 23:32,1,1,,0
430028,3/8/2021 @ 23:32,1,1,,0
970678,3/8/2021 @ 17:36,1,1,,0
970678,3/8/2021 @ 17:36,1,1,"food1,food1,food1",1
449906,3/8/2021 @ 10:39,1,1,"food1,food1,food1",1
449906,3/8/2021 @ 10:41,1,2,"food1,food1,food1",1
449906,3/8/2021 @ 10:41,1,2,,0
449906,3/8/2021 @ 10:41,1,2,"food1,food1,food1",1
449906,3/8/2021 @ 10:41,1,2,"food1,food1,food1",1
449906,3/8/2021 @ 10:41,1,2,"food1,food1,food1",1
449906,3/8/2021 @ 10:41,1,2,"food1,food1,food1",1
449906,3/8/2021 @ 10:41,1,2,"food1,food1,food1",1
449906,3/8/2021 @ 10:41,1,2,"food1,food1,food1",1
449906,3/8/2021 @ 10:41,1,2,"food1,food1,food1",1
449906,3/8/2021 @ 10:41,1,2,food1,0
449906,3/8/2021 @ 10:41,1,2,"food3,food3,food3",0
449906,3/8/2021 @ 10:41,1,2,"food3,food1",1
850689,3/8/2021 @ 17:47,1,1,,0
542416,3/8/2021 @ 17:48,1,1,,0
888173,3/8/2021 @ 11:51,1,1,,0
523751,3/8/2021 @ 12:55,1,1,,0
523751,3/8/2021 @ 12:55,1,1,,0
891828,3/8/2021 @ 16:56,1,1,"food1,food1,food1",1
244149,3/8/2021 @ 18:56,1,2,"food1,food1,food1",1
244149,3/8/2021 @ 18:56,1,2,"food1,food1,food1",1
244149,3/8/2021 @ 18:56,1,2,"food1,food1,food1",1
244149,3/8/2021 @ 18:56,1,2,"food1,food1,food1",1
244149,3/8/2021 @ 18:56,1,2,"food1,food1,food1",1
244149,3/8/2021 @ 18:56,1,2,"food1,food1,food1",1
244149,3/8/2021 @ 18:56,1,2,"food1,food1,food1",1
244149,3/8/2021 @ 18:56,1,2,"food1,food1,food1",1
244149,3/8/2021 @ 18:56,1,2,"food1,food1,food1",1
665063,3/8/2021 @ 11:57,1,1,"food1,food1,food1",1
891828,3/8/2021 @ 16:57,1,1,"food1,food1,food3",0
523751,3/8/2021 @ 12:57,1,2,"food1,food1,food1",1
665063,3/8/2021 @ 11:57,1,1,"food1,food1,food1",1
523751,3/8/2021 @ 12:57,1,2,"food1,food1,food1",1
665063,3/8/2021 @ 11:57,1,1,"food1,food1,food1",1
665063,3/8/2021 @ 11:57,1,1,"food1,food1,food1",1
891828,3/8/2021 @ 16:57,1,1,"food1,food1,food1",1
523751,3/8/2021 @ 12:57,1,2,"food1,food1,food1",1
523751,3/8/2021 @ 12:57,1,2,"food1,food1,food1",1
665063,3/8/2021 @ 11:57,1,1,"food3,food3,food3",0
523751,3/8/2021 @ 12:57,1,2,"food1,food1,food1",1
891828,3/8/2021 @ 16:57,1,1,"food1,food1,food1",1
523751,3/8/2021 @ 12:57,1,2,"food1,food1,food1",1
891828,3/8/2021 @ 16:57,1,1,"food1,food1,food1",1
523751,3/8/2021 @ 12:57,1,2,"food1,food1,food1",1
665063,3/8/2021 @ 11:57,1,1,"food3,food3,food3",0
523751,3/8/2021 @ 12:57,1,2,"food1,food1,food1",1
523751,3/8/2021 @ 12:57,1,2,"food1,food1,food1",1
891828,3/8/2021 @ 16:57,1,1,"food3,food3,food3",0
891828,3/8/2021 @ 16:58,1,1,"food3,food3",0
244149,3/8/2021 @ 18:58,1,3,"weapon1,weapon1,weapon1",1
244149,3/8/2021 @ 18:58,1,3,"weapon1,weapon1,weapon1",1
244149,3/8/2021 @ 18:58,1,3,"weapon1,weapon1,weapon1",1
244149,3/8/2021 @ 18:58,1,3,"weapon1,weapon1,weapon1",1
244149,3/8/2021 @ 18:58,1,3,"weapon1,weapon1,weapon1",1
244149,3/8/2021 @ 18:58,1,3,"weapon1,weapon1,weapon1",1
